,age,sex,race,region,highest_grade,employment_status,marital_status,religious,spiritual,party,lib_cons,death_penalty,court_harsh,income,sex_partners,sex_freq,bar,tv,relatives,spanking,income_distribution,standard_living,birth_control,immigration,govt_help_poor,govt_help_sick,govt_more_less,govt_help_blacks,affirmative_action,gun,tax_approp,divorce_ease,numb_children,income_bucket
3106,22.0,0.0,15.0,5.0,15.0,3.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0,2173.0,0.0,0.0,3.0,0.0,2.0,3.0,6.0,3.0,1.0,2.0,4.0,4.0,5.0,5.0,1.0,0.0,1.0,1.0,3.0,0
3107,54.0,0.0,15.0,5.0,13.0,6.0,4.0,1.0,3.0,3.0,3.0,1.0,0.0,20371.0,4.0,3.0,2.0,5.0,2.0,3.0,1.0,1.0,3.0,0.0,3.0,1.0,3.0,5.0,0.0,1.0,2.0,0.0,2.0,2
3108,50.0,0.0,15.0,5.0,12.0,7.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,28501.0,1.0,2.0,0.0,2.0,5.0,2.0,5.0,1.0,3.0,0.0,2.0,2.0,5.0,3.0,0.0,1.0,1.0,2.0,2.0,2
3109,89.0,1.0,15.0,5.0,16.0,2.0,1.0,2.0,3.0,6.0,6.0,0.0,2.0,73337.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,5
3110,42.0,1.0,15.0,5.0,14.0,7.0,1.0,1.0,3.0,6.0,3.0,1.0,1.0,73337.0,2.0,5.0,4.0,2.0,4.0,2.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,5
3111,49.0,1.0,15.0,3.0,18.0,6.0,0.0,2.0,3.0,5.0,5.0,1.0,2.0,48891.0,0.0,0.0,0.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,5.0,3.0,3.0,5.0,1.0,0.0,1.0,1.0,2.0,4
3112,21.0,1.0,15.0,3.0,13.0,7.0,2.0,3.0,3.0,3.0,4.0,0.0,2.0,38865.0,2.0,5.0,4.0,0.0,6.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,2.0,1.0,2.0,3
3113,39.0,0.0,6.0,3.0,16.0,6.0,0.0,3.0,3.0,5.0,4.0,1.0,0.0,73337.0,1.0,0.0,0.0,2.0,5.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,5
3114,60.0,1.0,15.0,3.0,16.0,2.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0,48891.0,5.0,1.0,5.0,1.0,2.0,2.0,7.0,3.0,0.0,1.0,5.0,5.0,5.0,5.0,0.0,1.0,2.0,2.0,2.0,4
3115,40.0,0.0,15.0,3.0,18.0,4.0,1.0,1.0,3.0,1.0,3.0,1.0,0.0,130375.0,1.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,4.0,3.0,0.0,1.0,1.0,2.0,2.0,7
3116,25.0,1.0,15.0,3.0,15.0,0.0,2.0,3.0,3.0,4.0,3.0,1.0,1.0,12223.0,5.0,4.0,4.0,2.0,6.0,3.0,5.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,1
3117,82.0,1.0,15.0,3.0,15.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,0.0,12223.0,1.0,2.0,0.0,3.0,0.0,3.0,4.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,2.0,2.0,1
3118,41.0,0.0,15.0,3.0,12.0,7.0,1.0,2.0,3.0,5.0,3.0,1.0,0.0,108646.0,1.0,2.0,2.0,1.0,4.0,2.0,4.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,0.0,3.0,7
3119,34.0,1.0,15.0,3.0,13.0,6.0,1.0,1.0,3.0,3.0,5.0,1.0,0.0,59755.0,1.0,2.0,0.0,1.0,4.0,2.0,5.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,0.0,1.0,2.0,2.0,2.0,5
3120,71.0,0.0,15.0,3.0,12.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,0.0,48891.0,0.0,0.0,0.0,4.0,3.0,3.0,7.0,4.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,1.0,1.0,2.0,2.0,4
3121,33.0,0.0,15.0,3.0,12.0,6.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,59755.0,1.0,3.0,0.0,2.0,5.0,2.0,5.0,4.0,3.0,2.0,4.0,2.0,4.0,5.0,0.0,1.0,1.0,2.0,2.0,5
3122,70.0,0.0,15.0,3.0,20.0,7.0,0.0,2.0,3.0,5.0,5.0,1.0,1.0,17655.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,2.0,1
3123,24.0,1.0,6.0,3.0,9.0,6.0,2.0,2.0,3.0,5.0,3.0,1.0,1.0,7063.0,1.0,2.0,3.0,6.0,0.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0,4.0,0
3124,74.0,1.0,15.0,3.0,11.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,40743.0,1.0,0.0,0.0,7.0,2.0,3.0,7.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,0.0,1.0,1.0,2.0,3.0,4
3125,63.0,0.0,15.0,3.0,18.0,7.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,73337.0,1.0,2.0,0.0,2.0,5.0,2.0,7.0,2.0,0.0,2.0,5.0,5.0,5.0,5.0,0.0,1.0,2.0,2.0,2.0,5
3126,65.0,1.0,15.0,3.0,13.0,5.0,1.0,1.0,3.0,3.0,3.0,1.0,0.0,35311.0,0.0,0.0,2.0,6.0,4.0,3.0,1.0,4.0,0.0,1.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,2.0,3.0,3
3127,67.0,0.0,15.0,3.0,17.0,7.0,0.0,2.0,3.0,5.0,4.0,1.0,1.0,35311.0,1.0,0.0,2.0,2.0,5.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,3
3128,35.0,0.0,0.0,3.0,12.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,206910.0,1.0,4.0,0.0,3.0,2.0,2.0,6.0,3.0,2.0,0.0,4.0,3.0,3.0,4.0,0.0,0.0,1.0,2.0,2.0,8
3129,45.0,1.0,0.0,3.0,12.0,4.0,2.0,2.0,3.0,2.0,4.0,1.0,0.0,12223.0,2.0,2.0,3.0,5.0,1.0,2.0,1.0,4.0,2.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,1
3130,79.0,0.0,15.0,3.0,11.0,0.0,4.0,2.0,3.0,6.0,3.0,1.0,0.0,25803.0,0.0,0.0,0.0,2.0,6.0,1.0,5.0,2.0,3.0,1.0,5.0,3.0,3.0,4.0,1.0,0.0,1.0,2.0,2.0,2
3131,49.0,1.0,15.0,3.0,12.0,5.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,17655.0,5.0,2.0,0.0,4.0,2.0,2.0,7.0,1.0,2.0,0.0,3.0,3.0,3.0,5.0,0.0,0.0,1.0,2.0,2.0,1
3132,69.0,1.0,15.0,3.0,12.0,2.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,59755.0,1.0,0.0,0.0,3.0,5.0,2.0,7.0,4.0,1.0,0.0,5.0,5.0,5.0,5.0,0.0,1.0,2.0,2.0,2.0,5
3133,27.0,0.0,15.0,3.0,15.0,6.0,2.0,1.0,3.0,5.0,2.0,1.0,0.0,35311.0,6.0,3.0,4.0,1.0,2.0,3.0,4.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,0.0,1.0,2.0,3.0,3
3134,46.0,0.0,15.0,3.0,14.0,7.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,108646.0,1.0,2.0,0.0,1.0,3.0,2.0,7.0,2.0,0.0,2.0,5.0,5.0,5.0,5.0,0.0,0.0,2.0,2.0,4.0,7
3135,57.0,1.0,15.0,3.0,10.0,7.0,2.0,3.0,3.0,4.0,2.0,0.0,0.0,9778.0,4.0,3.0,1.0,1.0,5.0,1.0,4.0,3.0,1.0,3.0,5.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,2.0,0
3136,27.0,0.0,15.0,3.0,12.0,6.0,0.0,1.0,3.0,3.0,3.0,1.0,0.0,12223.0,4.0,5.0,3.0,0.0,2.0,3.0,1.0,2.0,3.0,0.0,3.0,1.0,3.0,4.0,0.0,0.0,2.0,0.0,3.0,1
3137,55.0,1.0,15.0,3.0,13.0,5.0,0.0,1.0,3.0,3.0,3.0,1.0,0.0,544.0,5.0,1.0,3.0,5.0,3.0,3.0,1.0,2.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.0,0.0,2.0,0
3138,30.0,0.0,15.0,3.0,14.0,6.0,2.0,1.0,3.0,5.0,3.0,1.0,0.0,89634.0,7.0,5.0,2.0,1.0,6.0,2.0,5.0,4.0,3.0,0.0,3.0,3.0,3.0,5.0,0.0,0.0,2.0,0.0,2.0,6
3139,23.0,0.0,6.0,3.0,16.0,6.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,25803.0,5.0,2.0,4.0,2.0,2.0,2.0,6.0,4.0,0.0,2.0,4.0,4.0,4.0,5.0,0.0,1.0,2.0,2.0,2.0,2
3140,30.0,1.0,6.0,5.0,12.0,5.0,2.0,1.0,3.0,5.0,3.0,0.0,0.0,40743.0,5.0,4.0,1.0,5.0,6.0,1.0,1.0,3.0,0.0,3.0,3.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,3.0,4
3141,18.0,1.0,0.0,5.0,11.0,0.0,2.0,1.0,3.0,6.0,5.0,0.0,2.0,518.0,4.0,2.0,0.0,0.0,6.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,1.0,6.0,0
3142,21.0,0.0,6.0,5.0,10.0,7.0,2.0,1.0,3.0,3.0,3.0,0.0,0.0,12223.0,1.0,1.0,0.0,2.0,4.0,2.0,4.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,0.0,2.0,1
3143,38.0,0.0,6.0,5.0,6.0,6.0,1.0,2.0,3.0,6.0,2.0,0.0,0.0,59755.0,1.0,2.0,0.0,1.0,4.0,1.0,7.0,0.0,0.0,2.0,5.0,3.0,3.0,5.0,1.0,0.0,2.0,0.0,2.0,5
3144,33.0,1.0,6.0,5.0,2.0,6.0,2.0,1.0,3.0,1.0,2.0,0.0,2.0,17655.0,1.0,4.0,0.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,2.0,5.0,1
3145,28.0,1.0,3.0,5.0,12.0,0.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,17655.0,5.0,5.0,2.0,1.0,4.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,0.0,0.0,1.0,2.0,3.0,1
3146,32.0,0.0,6.0,5.0,11.0,6.0,3.0,2.0,3.0,3.0,3.0,1.0,0.0,12223.0,3.0,3.0,0.0,3.0,5.0,2.0,4.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,1
3147,39.0,1.0,6.0,5.0,12.0,6.0,2.0,2.0,3.0,6.0,3.0,0.0,2.0,25803.0,1.0,1.0,0.0,4.0,5.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,3.0,2
3148,41.0,1.0,15.0,5.0,14.0,6.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,89634.0,1.0,5.0,2.0,3.0,5.0,3.0,7.0,2.0,3.0,2.0,5.0,5.0,5.0,5.0,0.0,1.0,2.0,2.0,3.0,6
3149,59.0,0.0,15.0,5.0,12.0,5.0,0.0,1.0,3.0,5.0,0.0,1.0,0.0,35311.0,2.0,2.0,5.0,1.0,6.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,3
3150,76.0,1.0,15.0,5.0,20.0,7.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,108646.0,1.0,2.0,0.0,3.0,5.0,2.0,6.0,4.0,0.0,2.0,3.0,4.0,4.0,4.0,0.0,1.0,1.0,2.0,2.0,7
3151,67.0,0.0,15.0,5.0,18.0,2.0,4.0,3.0,3.0,4.0,3.0,1.0,1.0,48891.0,0.0,0.0,2.0,3.0,4.0,1.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,4
3152,64.0,0.0,15.0,5.0,11.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,14938.0,0.0,0.0,0.0,6.0,3.0,2.0,7.0,2.0,1.0,4.0,3.0,4.0,5.0,5.0,0.0,1.0,2.0,0.0,2.0,1
3153,29.0,1.0,15.0,5.0,12.0,5.0,2.0,2.0,3.0,3.0,3.0,1.0,0.0,40743.0,5.0,2.0,0.0,4.0,6.0,2.0,7.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,0.0,1.0,2.0,3.0,4
3154,23.0,0.0,15.0,5.0,12.0,6.0,1.0,2.0,3.0,5.0,4.0,1.0,1.0,29878.0,5.0,5.0,0.0,3.0,6.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,0.0,0.0,1.0,1.0,2.0,2
3155,55.0,1.0,15.0,5.0,10.0,6.0,1.0,2.0,3.0,2.0,4.0,1.0,0.0,108646.0,1.0,2.0,1.0,5.0,4.0,2.0,5.0,3.0,3.0,0.0,4.0,3.0,2.0,3.0,3.0,1.0,2.0,0.0,2.0,7
3156,53.0,0.0,15.0,5.0,13.0,7.0,0.0,2.0,3.0,6.0,6.0,1.0,2.0,20371.0,3.0,0.0,0.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,4.0,5.0,0.0,0.0,1.0,0.0,2.0,2
3157,69.0,0.0,0.0,5.0,11.0,1.0,4.0,3.0,3.0,6.0,5.0,1.0,0.0,29878.0,1.0,0.0,0.0,16.0,6.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,2.0,2.0,4.0,2
3158,86.0,0.0,15.0,5.0,13.0,0.0,1.0,2.0,3.0,5.0,3.0,1.0,0.0,11660.0,0.0,0.0,0.0,4.0,2.0,3.0,4.0,4.0,0.0,1.0,3.0,5.0,3.0,5.0,1.0,0.0,1.0,2.0,2.0,1
3159,54.0,1.0,2.0,5.0,17.0,6.0,1.0,3.0,3.0,1.0,2.0,1.0,0.0,152104.0,1.0,4.0,0.0,2.0,5.0,3.0,5.0,4.0,0.0,2.0,3.0,3.0,3.0,3.0,1.0,0.0,2.0,2.0,2.0,7
3160,67.0,0.0,15.0,5.0,12.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,0.0,89634.0,1.0,1.0,0.0,2.0,5.0,2.0,3.0,4.0,1.0,2.0,3.0,2.0,3.0,4.0,0.0,0.0,1.0,2.0,2.0,6
3161,21.0,1.0,0.0,5.0,11.0,0.0,2.0,1.0,3.0,4.0,5.0,1.0,0.0,152104.0,1.0,2.0,0.0,1.0,4.0,2.0,5.0,1.0,2.0,2.0,5.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,2.0,7
3162,20.0,0.0,15.0,5.0,12.0,7.0,1.0,2.0,3.0,4.0,3.0,1.0,0.0,22024.0,1.0,4.0,0.0,4.0,6.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,1.0,0.0,1.0,2.0,2.0,2
3163,41.0,0.0,6.0,5.0,12.0,3.0,2.0,2.0,3.0,6.0,6.0,0.0,0.0,40743.0,0.0,0.0,0.0,2.0,6.0,3.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,3.0,4
3164,29.0,1.0,0.0,5.0,12.0,4.0,2.0,1.0,3.0,5.0,3.0,1.0,0.0,48891.0,5.0,4.0,1.0,2.0,6.0,2.0,1.0,3.0,0.0,0.0,3.0,1.0,3.0,3.0,0.0,0.0,2.0,0.0,3.0,4
3165,79.0,0.0,15.0,5.0,14.0,6.0,1.0,2.0,3.0,3.0,3.0,0.0,2.0,48891.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,4
3166,65.0,1.0,15.0,5.0,12.0,2.0,0.0,2.0,3.0,6.0,5.0,1.0,1.0,48891.0,1.0,0.0,0.0,3.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,2.0,4
3167,59.0,0.0,7.0,5.0,18.0,6.0,0.0,3.0,3.0,5.0,3.0,1.0,0.0,20371.0,0.0,0.0,0.0,2.0,5.0,1.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2
3168,47.0,0.0,15.0,5.0,16.0,6.0,0.0,2.0,3.0,6.0,5.0,0.0,2.0,73337.0,2.0,2.0,0.0,2.0,0.0,1.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,2.0,5
3169,80.0,0.0,7.0,5.0,14.0,2.0,4.0,2.0,3.0,5.0,3.0,1.0,0.0,73337.0,1.0,0.0,0.0,2.0,2.0,2.0,4.0,4.0,2.0,1.0,5.0,3.0,3.0,5.0,0.0,0.0,1.0,2.0,2.0,5
3170,67.0,1.0,15.0,5.0,16.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,0.0,89634.0,1.0,2.0,3.0,3.0,2.0,1.0,4.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,0.0,1.0,2.0,1.0,2.0,6
3171,71.0,1.0,15.0,5.0,12.0,2.0,1.0,2.0,3.0,6.0,3.0,1.0,0.0,40743.0,1.0,2.0,0.0,3.0,6.0,3.0,2.0,3.0,0.0,1.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,2.0,2.0,4
3172,76.0,1.0,6.0,5.0,12.0,6.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,25803.0,0.0,4.0,0.0,2.0,3.0,2.0,5.0,2.0,2.0,1.0,1.0,3.0,5.0,1.0,0.0,0.0,2.0,2.0,2.0,2
3173,49.0,0.0,15.0,5.0,20.0,6.0,0.0,1.0,3.0,5.0,3.0,0.0,0.0,89634.0,3.0,1.0,5.0,3.0,5.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,0.0,2.0,0.0,2.0,6
3174,56.0,0.0,7.0,5.0,16.0,2.0,2.0,2.0,3.0,5.0,3.0,1.0,0.0,48891.0,1.0,2.0,1.0,3.0,5.0,3.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,0.0,0.0,1.0,1.0,2.0,4
3175,35.0,1.0,15.0,5.0,12.0,6.0,2.0,2.0,3.0,5.0,1.0,1.0,0.0,29878.0,3.0,2.0,2.0,1.0,6.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,2.0,2.0,2
3176,69.0,1.0,15.0,5.0,16.0,2.0,0.0,1.0,3.0,2.0,3.0,1.0,1.0,40743.0,0.0,0.0,0.0,6.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,2.0,1.0,2.0,4
3177,25.0,0.0,7.0,5.0,14.0,3.0,2.0,1.0,3.0,4.0,5.0,1.0,0.0,12223.0,1.0,1.0,0.0,1.0,5.0,1.0,3.0,4.0,1.0,4.0,3.0,2.0,3.0,3.0,1.0,0.0,1.0,0.0,2.0,1
3178,42.0,0.0,0.0,5.0,6.0,1.0,2.0,2.0,3.0,3.0,4.0,0.0,0.0,14938.0,1.0,0.0,0.0,2.0,3.0,0.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,0.0,1.0,0.0,4.0,1
3179,23.0,1.0,0.0,5.0,17.0,7.0,2.0,2.0,3.0,4.0,5.0,1.0,0.0,29878.0,4.0,2.0,4.0,8.0,5.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,0.0,2.0,1.0,3.0,2
3180,35.0,0.0,0.0,5.0,13.0,5.0,2.0,1.0,3.0,5.0,5.0,1.0,0.0,35311.0,3.0,2.0,1.0,2.0,6.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,4.0,3.0,0.0,0.0,2.0,0.0,3.0,3
3181,21.0,0.0,7.0,5.0,15.0,3.0,2.0,1.0,3.0,5.0,5.0,1.0,1.0,8149.0,1.0,2.0,0.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0
3182,89.0,0.0,7.0,5.0,13.0,0.0,4.0,1.0,3.0,4.0,4.0,1.0,0.0,12223.0,0.0,0.0,0.0,5.0,6.0,3.0,4.0,3.0,1.0,0.0,5.0,4.0,3.0,4.0,0.0,0.0,1.0,1.0,2.0,1
3183,71.0,1.0,7.0,5.0,17.0,2.0,1.0,3.0,3.0,6.0,5.0,1.0,0.0,48891.0,0.0,0.0,0.0,10.0,5.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,4
3184,31.0,1.0,9.0,5.0,13.0,6.0,1.0,1.0,3.0,5.0,5.0,0.0,1.0,108646.0,1.0,4.0,0.0,2.0,3.0,1.0,4.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,7
3185,54.0,1.0,15.0,2.0,18.0,6.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,108646.0,2.0,2.0,0.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,0.0,1.0,1.0,2.0,2.0,7
3186,42.0,1.0,15.0,2.0,14.0,6.0,2.0,2.0,3.0,1.0,5.0,1.0,0.0,130375.0,4.0,3.0,1.0,3.0,5.0,2.0,6.0,1.0,2.0,0.0,2.0,4.0,4.0,4.0,0.0,0.0,2.0,2.0,2.0,7
3187,52.0,0.0,15.0,2.0,12.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,0.0,206910.0,1.0,4.0,0.0,2.0,5.0,2.0,4.0,4.0,1.0,2.0,3.0,1.0,3.0,5.0,0.0,0.0,2.0,1.0,2.0,8
3188,59.0,0.0,0.0,2.0,20.0,6.0,2.0,2.0,3.0,6.0,5.0,0.0,0.0,108646.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,3.0,3.0,0.0,3.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,2.0,7
3189,86.0,0.0,15.0,2.0,15.0,2.0,4.0,1.0,3.0,3.0,2.0,1.0,0.0,38865.0,0.0,0.0,6.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,0.0,2.0,1.0,2.0,3
3190,39.0,1.0,15.0,2.0,14.0,6.0,2.0,2.0,3.0,3.0,3.0,1.0,0.0,85503.0,2.0,3.0,0.0,2.0,2.0,3.0,1.0,3.0,2.0,0.0,3.0,3.0,4.0,5.0,0.0,1.0,2.0,1.0,3.0,6
3191,31.0,1.0,15.0,2.0,18.0,6.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,108646.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,4.0,5.0,3.0,4.0,0.0,1.0,2.0,2.0,2.0,7
3192,43.0,0.0,15.0,2.0,15.0,6.0,1.0,3.0,3.0,6.0,3.0,1.0,0.0,48891.0,1.0,2.0,0.0,2.0,5.0,0.0,4.0,4.0,3.0,1.0,3.0,1.0,3.0,5.0,0.0,0.0,2.0,2.0,3.0,4
3193,59.0,1.0,15.0,2.0,16.0,6.0,1.0,2.0,3.0,3.0,3.0,1.0,0.0,241797.0,1.0,2.0,2.0,4.0,2.0,3.0,5.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,3.0,8
3194,41.0,1.0,15.0,2.0,13.0,6.0,1.0,1.0,3.0,1.0,5.0,1.0,0.0,206910.0,4.0,2.0,2.0,3.0,3.0,1.0,6.0,3.0,2.0,1.0,3.0,3.0,5.0,5.0,0.0,1.0,1.0,1.0,3.0,8
3195,18.0,0.0,0.0,2.0,11.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,0.0,48891.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,0.0,2.0,0.0,3.0,4
3196,55.0,1.0,15.0,2.0,13.0,6.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,73337.0,1.0,3.0,0.0,2.0,5.0,2.0,7.0,4.0,1.0,2.0,5.0,3.0,5.0,5.0,0.0,1.0,1.0,2.0,2.0,5
3197,52.0,0.0,15.0,2.0,14.0,6.0,0.0,1.0,3.0,1.0,3.0,1.0,0.0,89634.0,2.0,0.0,0.0,1.0,3.0,1.0,4.0,2.0,2.0,3.0,1.0,1.0,3.0,4.0,1.0,0.0,2.0,0.0,2.0,6
3198,66.0,1.0,15.0,2.0,19.0,2.0,0.0,2.0,3.0,6.0,4.0,0.0,1.0,89634.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,2.0,6
3199,41.0,0.0,15.0,2.0,13.0,6.0,1.0,2.0,3.0,1.0,4.0,0.0,1.0,89634.0,1.0,0.0,0.0,1.0,5.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,0.0,0.0,2.0,2.0,2.0,6
3200,68.0,0.0,15.0,2.0,16.0,2.0,1.0,2.0,3.0,4.0,4.0,1.0,0.0,241797.0,1.0,1.0,0.0,2.0,5.0,1.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,5.0,0.0,0.0,2.0,1.0,2.0,8
3201,43.0,1.0,15.0,2.0,16.0,6.0,1.0,2.0,3.0,2.0,3.0,1.0,0.0,108646.0,1.0,2.0,3.0,2.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,5.0,0.0,0.0,2.0,1.0,2.0,7
3202,65.0,0.0,0.0,4.0,12.0,0.0,1.0,1.0,3.0,4.0,4.0,1.0,0.0,35311.0,1.0,3.0,0.0,5.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,2.0,2.0,3.0,3
3203,47.0,1.0,15.0,4.0,12.0,6.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,152104.0,1.0,2.0,1.0,1.0,3.0,2.0,7.0,1.0,0.0,1.0,5.0,4.0,5.0,5.0,0.0,0.0,2.0,2.0,2.0,7
3204,46.0,1.0,15.0,4.0,12.0,6.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,152104.0,2.0,0.0,2.0,4.0,1.0,2.0,7.0,2.0,0.0,2.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,0.0,2.0,7
3205,80.0,1.0,15.0,4.0,16.0,2.0,4.0,2.0,3.0,0.0,1.0,1.0,0.0,59755.0,1.0,1.0,1.0,1.0,2.0,3.0,7.0,4.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,1.0,2.0,2.0,3.0,5
