,age,highest_grade,religious,spiritual,party,death_penalty,court_harsh,bar,relatives,income_distribution,tv,spanking,standard_of_living,immigration,gun,tax_approp,affirmative_action,divorce_ease,numb_children,birth_control
3370,61.0,12.0,1.0,2.0,4.0,1.0,0.0,1.0,6.0,1.0,1.0,3.0,3.0,0.0,,,0.0,0.0,2.0,2.0
3371,24.0,12.0,3.0,3.0,3.0,1.0,0.0,,,4.0,,,3.0,,1.0,2.0,,,,
3372,67.0,12.0,2.0,2.0,1.0,1.0,0.0,1.0,3.0,,3.0,3.0,,1.0,0.0,2.0,1.0,2.0,2.0,0.0
3373,42.0,16.0,1.0,1.0,0.0,1.0,0.0,4.0,5.0,7.0,3.0,2.0,3.0,2.0,,,1.0,2.0,2.0,1.0
3374,54.0,13.0,3.0,0.0,5.0,1.0,1.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,,,1.0,1.0,3.0,2.0
3375,45.0,13.0,2.0,3.0,1.0,1.0,0.0,,,6.0,,,4.0,,1.0,2.0,,,,
3376,39.0,12.0,1.0,1.0,2.0,1.0,0.0,4.0,5.0,,3.0,2.0,,0.0,1.0,2.0,1.0,1.0,2.0,2.0
3377,38.0,14.0,2.0,2.0,3.0,1.0,0.0,0.0,6.0,1.0,3.0,2.0,1.0,1.0,,,0.0,2.0,2.0,3.0
3378,54.0,11.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,3.0,8.0,2.0,3.0,0.0,,,1.0,2.0,2.0,2.0
3379,21.0,12.0,1.0,1.0,3.0,1.0,0.0,,,1.0,,,4.0,,0.0,1.0,,,,
3380,37.0,15.0,3.0,3.0,1.0,1.0,0.0,1.0,5.0,,2.0,3.0,,4.0,,2.0,0.0,,,1.0
3381,32.0,12.0,2.0,0.0,3.0,0.0,1.0,0.0,5.0,4.0,2.0,0.0,3.0,0.0,,,1.0,2.0,2.0,0.0
3382,53.0,12.0,2.0,2.0,0.0,1.0,0.0,2.0,5.0,4.0,4.0,3.0,0.0,1.0,,,0.0,,2.0,1.0
3383,46.0,16.0,1.0,2.0,1.0,1.0,1.0,,,5.0,,,3.0,,1.0,2.0,,,,
3384,31.0,12.0,0.0,3.0,4.0,0.0,0.0,3.0,5.0,1.0,1.0,1.0,1.0,2.0,,,0.0,1.0,2.0,3.0
3385,48.0,12.0,2.0,2.0,4.0,1.0,0.0,0.0,5.0,3.0,5.0,3.0,4.0,0.0,,,0.0,0.0,,3.0
3386,54.0,13.0,1.0,2.0,1.0,1.0,,0.0,4.0,,0.0,2.0,,0.0,1.0,2.0,0.0,2.0,3.0,2.0
3387,50.0,12.0,0.0,3.0,4.0,1.0,0.0,,,6.0,,,2.0,,0.0,2.0,,,,
3388,39.0,20.0,1.0,1.0,4.0,1.0,0.0,1.0,4.0,,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,2.0,2.0
3389,60.0,12.0,1.0,1.0,3.0,1.0,1.0,0.0,6.0,,4.0,2.0,,0.0,1.0,2.0,0.0,1.0,2.0,0.0
3390,55.0,12.0,2.0,2.0,5.0,0.0,0.0,5.0,5.0,3.0,4.0,2.0,3.0,1.0,,,3.0,0.0,4.0,2.0
3391,35.0,12.0,3.0,3.0,6.0,1.0,2.0,,,1.0,,,2.0,,1.0,2.0,,,,
3392,48.0,12.0,2.0,2.0,6.0,0.0,2.0,0.0,5.0,,9.0,3.0,,3.0,0.0,2.0,2.0,0.0,4.0,3.0
3393,30.0,20.0,2.0,2.0,5.0,0.0,0.0,0.0,6.0,3.0,4.0,2.0,4.0,1.0,,,0.0,2.0,3.0,2.0
3394,62.0,11.0,2.0,2.0,4.0,0.0,0.0,0.0,5.0,,0.0,3.0,,3.0,1.0,2.0,0.0,2.0,4.0,1.0
3395,57.0,16.0,3.0,3.0,5.0,0.0,,0.0,4.0,5.0,1.0,3.0,4.0,2.0,,,,,3.0,1.0
3396,54.0,10.0,0.0,0.0,5.0,0.0,,0.0,0.0,4.0,8.0,2.0,,2.0,,,1.0,,2.0,1.0
3397,63.0,10.0,,,,,,0.0,5.0,,2.0,2.0,4.0,0.0,,,0.0,2.0,,
3398,55.0,8.0,2.0,2.0,4.0,1.0,0.0,,,5.0,,,3.0,,0.0,2.0,,,,
3399,69.0,5.0,2.0,2.0,5.0,1.0,2.0,0.0,6.0,,5.0,3.0,,1.0,0.0,2.0,3.0,0.0,1.0,1.0
3400,41.0,14.0,2.0,2.0,3.0,1.0,0.0,0.0,6.0,7.0,1.0,3.0,4.0,0.0,,,0.0,2.0,2.0,0.0
3401,58.0,12.0,3.0,3.0,6.0,1.0,0.0,,,5.0,,,2.0,,1.0,2.0,,,,
3402,34.0,13.0,3.0,3.0,0.0,1.0,0.0,,,7.0,,,4.0,,1.0,1.0,,,,
3403,49.0,12.0,2.0,1.0,1.0,1.0,0.0,,,3.0,,,3.0,,1.0,1.0,,,,
3404,65.0,14.0,2.0,3.0,6.0,1.0,0.0,2.0,3.0,,3.0,2.0,,0.0,1.0,2.0,0.0,2.0,2.0,3.0
3405,55.0,16.0,2.0,2.0,5.0,0.0,1.0,2.0,5.0,,2.0,2.0,,,1.0,1.0,0.0,2.0,4.0,1.0
3406,56.0,17.0,2.0,3.0,5.0,1.0,1.0,0.0,5.0,,4.0,2.0,,1.0,0.0,2.0,0.0,2.0,3.0,3.0
3407,63.0,14.0,1.0,1.0,5.0,1.0,0.0,0.0,3.0,3.0,2.0,2.0,3.0,2.0,,,0.0,0.0,2.0,2.0
3408,74.0,16.0,3.0,2.0,,,0.0,,,7.0,,,3.0,,1.0,1.0,,,,
3409,84.0,7.0,3.0,3.0,3.0,,0.0,0.0,0.0,,2.0,3.0,,3.0,1.0,2.0,1.0,,5.0,2.0
3410,70.0,12.0,3.0,3.0,5.0,1.0,0.0,,,4.0,,,2.0,,0.0,2.0,,,,
3411,46.0,16.0,,,,0.0,1.0,0.0,3.0,4.0,2.0,2.0,4.0,,,,,2.0,1.0,2.0
3412,25.0,13.0,1.0,1.0,5.0,1.0,2.0,0.0,6.0,3.0,10.0,2.0,3.0,2.0,,,2.0,0.0,,3.0
3413,68.0,12.0,2.0,2.0,3.0,1.0,2.0,0.0,2.0,5.0,5.0,3.0,4.0,2.0,,,1.0,0.0,2.0,3.0
3414,31.0,7.0,0.0,0.0,3.0,,2.0,,,4.0,,,2.0,,0.0,2.0,,,,
3415,55.0,14.0,2.0,2.0,6.0,0.0,0.0,,,4.0,,,3.0,,0.0,1.0,,,,
3416,69.0,11.0,3.0,3.0,6.0,0.0,2.0,,,1.0,,,1.0,,1.0,2.0,,,,
3417,30.0,8.0,0.0,0.0,5.0,0.0,2.0,,,4.0,,,,,0.0,1.0,,,,
3418,59.0,16.0,3.0,3.0,6.0,1.0,0.0,0.0,3.0,,5.0,2.0,,0.0,1.0,1.0,3.0,0.0,3.0,2.0
3419,47.0,12.0,3.0,3.0,6.0,0.0,0.0,0.0,5.0,4.0,4.0,3.0,4.0,1.0,,,0.0,0.0,4.0,0.0
3420,21.0,15.0,0.0,0.0,3.0,0.0,0.0,6.0,6.0,,2.0,2.0,,1.0,0.0,1.0,1.0,0.0,3.0,1.0
3421,59.0,11.0,2.0,3.0,3.0,0.0,0.0,0.0,6.0,,3.0,2.0,,0.0,0.0,1.0,0.0,0.0,2.0,2.0
3422,22.0,9.0,2.0,2.0,5.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,4.0,3.0,,,0.0,2.0,2.0,3.0
3423,79.0,13.0,2.0,2.0,6.0,1.0,0.0,0.0,4.0,3.0,2.0,2.0,3.0,1.0,,,1.0,1.0,2.0,1.0
3424,65.0,10.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,,3.0,3.0,,0.0,0.0,2.0,1.0,1.0,3.0,2.0
3425,58.0,12.0,3.0,3.0,1.0,1.0,1.0,0.0,5.0,7.0,0.0,2.0,2.0,0.0,,,,,4.0,1.0
3426,76.0,16.0,3.0,3.0,2.0,1.0,0.0,0.0,5.0,,1.0,3.0,,0.0,1.0,1.0,0.0,2.0,7.0,
3427,70.0,12.0,2.0,3.0,6.0,1.0,1.0,0.0,5.0,1.0,2.0,3.0,3.0,0.0,,,3.0,2.0,3.0,3.0
3428,50.0,12.0,1.0,1.0,3.0,1.0,0.0,,,7.0,,,2.0,,0.0,1.0,,,,
3429,32.0,9.0,2.0,0.0,1.0,1.0,1.0,,,7.0,,,4.0,,1.0,1.0,,,,
3430,55.0,13.0,0.0,1.0,2.0,1.0,0.0,,,7.0,,,3.0,,0.0,2.0,,,,
3431,51.0,10.0,2.0,2.0,4.0,1.0,1.0,0.0,6.0,,10.0,1.0,,0.0,1.0,1.0,1.0,0.0,3.0,3.0
3432,53.0,18.0,0.0,3.0,4.0,0.0,,,,4.0,,,0.0,,0.0,1.0,,,,
3433,66.0,14.0,0.0,2.0,5.0,1.0,1.0,0.0,3.0,,3.0,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,3.0
3434,67.0,13.0,2.0,3.0,6.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,,,1.0,1.0,2.0,2.0
3435,89.0,12.0,3.0,3.0,6.0,0.0,0.0,,,5.0,,,3.0,,0.0,1.0,,,,
3436,43.0,14.0,3.0,3.0,6.0,1.0,0.0,0.0,5.0,,1.0,3.0,,2.0,0.0,1.0,3.0,1.0,2.0,0.0
3437,45.0,13.0,1.0,1.0,6.0,0.0,0.0,2.0,5.0,7.0,2.0,2.0,3.0,0.0,,,3.0,1.0,2.0,1.0
3438,25.0,12.0,3.0,2.0,5.0,1.0,1.0,,,2.0,,,4.0,,0.0,2.0,,,,
3439,38.0,14.0,2.0,2.0,5.0,1.0,1.0,2.0,4.0,,3.0,2.0,,0.0,0.0,2.0,0.0,2.0,3.0,2.0
3440,53.0,12.0,3.0,3.0,0.0,1.0,1.0,,,3.0,,,0.0,,1.0,1.0,,,,
3441,54.0,13.0,3.0,3.0,5.0,1.0,1.0,0.0,4.0,,3.0,3.0,,0.0,0.0,2.0,0.0,2.0,3.0,3.0
3442,19.0,13.0,2.0,2.0,1.0,0.0,1.0,,,5.0,,,3.0,,0.0,1.0,,,,
3443,53.0,12.0,3.0,3.0,1.0,1.0,0.0,0.0,5.0,,5.0,3.0,,0.0,1.0,1.0,3.0,1.0,7.0,1.0
3444,53.0,12.0,3.0,2.0,1.0,0.0,0.0,0.0,6.0,1.0,6.0,2.0,4.0,0.0,,,,2.0,3.0,3.0
3445,41.0,12.0,3.0,3.0,6.0,0.0,2.0,0.0,6.0,,5.0,3.0,,2.0,1.0,2.0,0.0,0.0,4.0,3.0
3446,35.0,9.0,1.0,1.0,3.0,,2.0,,,1.0,,,1.0,,0.0,2.0,,,,
3447,65.0,9.0,2.0,2.0,6.0,0.0,0.0,,,1.0,,,2.0,,1.0,1.0,,,,
3448,27.0,15.0,2.0,2.0,6.0,1.0,0.0,2.0,6.0,1.0,2.0,2.0,3.0,2.0,,,3.0,2.0,4.0,1.0
3449,44.0,14.0,2.0,2.0,2.0,1.0,0.0,,,6.0,,,1.0,,1.0,1.0,,,,
3450,51.0,14.0,2.0,1.0,6.0,1.0,2.0,0.0,6.0,,6.0,2.0,,0.0,0.0,2.0,3.0,0.0,3.0,2.0
3451,62.0,9.0,2.0,2.0,3.0,0.0,0.0,,,7.0,,,4.0,,1.0,,,,,
3452,26.0,12.0,3.0,3.0,3.0,0.0,2.0,3.0,6.0,,3.0,3.0,,2.0,0.0,2.0,3.0,0.0,3.0,1.0
3453,26.0,12.0,2.0,3.0,3.0,,1.0,0.0,3.0,4.0,3.0,3.0,2.0,,,,1.0,1.0,1.0,2.0
3454,27.0,16.0,3.0,3.0,6.0,0.0,1.0,2.0,4.0,3.0,8.0,2.0,3.0,1.0,,,1.0,1.0,3.0,2.0
3455,27.0,15.0,1.0,3.0,5.0,0.0,1.0,,,4.0,,,2.0,,0.0,1.0,,,,
3456,29.0,14.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,7.0,1.0,2.0,4.0,2.0,,,0.0,2.0,2.0,2.0
3457,29.0,12.0,0.0,1.0,3.0,1.0,,1.0,3.0,3.0,5.0,2.0,1.0,2.0,,,0.0,,4.0,
3458,18.0,12.0,2.0,1.0,5.0,,0.0,0.0,6.0,5.0,5.0,2.0,4.0,2.0,,,3.0,0.0,,2.0
3459,59.0,13.0,2.0,2.0,3.0,,2.0,0.0,5.0,3.0,7.0,2.0,2.0,2.0,,,3.0,0.0,4.0,2.0
3460,27.0,12.0,1.0,0.0,1.0,1.0,2.0,2.0,4.0,,6.0,3.0,,2.0,0.0,1.0,3.0,0.0,3.0,2.0
3461,53.0,14.0,2.0,2.0,3.0,1.0,0.0,,,4.0,,,3.0,,1.0,1.0,,,,
3462,30.0,6.0,1.0,3.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,4.0,1.0,,,0.0,1.0,3.0,3.0
3463,19.0,13.0,2.0,3.0,0.0,0.0,0.0,3.0,5.0,1.0,6.0,2.0,4.0,0.0,,,1.0,0.0,4.0,0.0
3464,33.0,14.0,2.0,2.0,6.0,0.0,2.0,4.0,6.0,,8.0,3.0,,0.0,0.0,2.0,3.0,0.0,4.0,3.0
3465,34.0,16.0,2.0,2.0,5.0,1.0,2.0,4.0,4.0,5.0,2.0,2.0,2.0,0.0,,,0.0,2.0,3.0,2.0
3466,29.0,12.0,3.0,3.0,6.0,1.0,0.0,2.0,5.0,,5.0,1.0,,1.0,0.0,1.0,,1.0,,3.0
3467,39.0,11.0,3.0,3.0,3.0,1.0,0.0,0.0,6.0,4.0,2.0,1.0,0.0,0.0,,,,0.0,2.0,3.0
3468,22.0,12.0,0.0,0.0,6.0,0.0,2.0,0.0,6.0,,5.0,3.0,,3.0,0.0,2.0,3.0,0.0,,3.0
3469,72.0,13.0,3.0,3.0,5.0,0.0,0.0,0.0,5.0,5.0,4.0,3.0,3.0,,,,3.0,0.0,2.0,1.0
3470,38.0,0.0,2.0,2.0,3.0,1.0,2.0,0.0,5.0,,5.0,3.0,4.0,,,,3.0,0.0,5.0,
3471,52.0,9.0,2.0,2.0,2.0,1.0,0.0,,,1.0,,,4.0,,1.0,2.0,,,,
3472,59.0,14.0,1.0,2.0,5.0,1.0,0.0,0.0,3.0,,3.0,2.0,,0.0,1.0,2.0,1.0,0.0,2.0,1.0
3473,40.0,12.0,1.0,0.0,1.0,1.0,0.0,,,7.0,,,4.0,,,2.0,,,,
3474,45.0,16.0,1.0,2.0,1.0,1.0,0.0,4.0,4.0,,2.0,1.0,,1.0,0.0,1.0,3.0,1.0,3.0,1.0
3475,48.0,13.0,3.0,2.0,6.0,1.0,0.0,0.0,3.0,4.0,3.0,2.0,4.0,2.0,,,3.0,0.0,1.0,2.0
3476,62.0,6.0,2.0,2.0,2.0,1.0,0.0,,,7.0,,,1.0,,1.0,2.0,,,,
3477,67.0,15.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,,4.0,3.0,,0.0,1.0,2.0,0.0,2.0,4.0,1.0
3478,35.0,12.0,2.0,3.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,2.0,3.0,1.0,,,0.0,2.0,,2.0
3479,52.0,10.0,2.0,0.0,4.0,0.0,2.0,0.0,5.0,,6.0,1.0,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
3480,41.0,12.0,0.0,1.0,5.0,1.0,0.0,0.0,6.0,5.0,5.0,3.0,4.0,2.0,,,0.0,0.0,5.0,2.0
3481,38.0,13.0,1.0,1.0,5.0,1.0,1.0,,,4.0,,,3.0,,0.0,1.0,,,,
3482,51.0,14.0,2.0,3.0,5.0,1.0,0.0,1.0,5.0,5.0,3.0,2.0,2.0,2.0,,,0.0,2.0,2.0,0.0
3483,27.0,16.0,3.0,3.0,5.0,1.0,0.0,,,5.0,,,4.0,,0.0,1.0,,,,
3484,51.0,14.0,0.0,1.0,2.0,1.0,0.0,0.0,5.0,,2.0,2.0,,1.0,1.0,2.0,0.0,0.0,2.0,2.0
3485,44.0,15.0,2.0,1.0,3.0,0.0,0.0,0.0,4.0,7.0,1.0,1.0,3.0,4.0,,,1.0,0.0,,1.0
3486,56.0,14.0,1.0,3.0,6.0,0.0,2.0,,,3.0,,,2.0,,0.0,2.0,,,,
3487,32.0,11.0,2.0,2.0,3.0,1.0,0.0,2.0,4.0,,8.0,3.0,,0.0,0.0,2.0,1.0,0.0,4.0,1.0
3488,60.0,16.0,3.0,2.0,6.0,0.0,,,,3.0,,,2.0,,0.0,2.0,,,,
3489,35.0,15.0,2.0,2.0,5.0,0.0,0.0,0.0,4.0,1.0,4.0,2.0,1.0,2.0,,,0.0,0.0,4.0,2.0
3490,49.0,14.0,3.0,3.0,3.0,0.0,1.0,,,4.0,,,2.0,,,2.0,,,,
3491,45.0,8.0,1.0,2.0,,1.0,2.0,0.0,0.0,,4.0,3.0,,2.0,0.0,2.0,0.0,1.0,2.0,3.0
3492,37.0,12.0,3.0,3.0,5.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,4.0,2.0,,,1.0,0.0,2.0,3.0
3493,64.0,15.0,2.0,3.0,5.0,0.0,0.0,0.0,2.0,,5.0,1.0,,1.0,,2.0,1.0,1.0,3.0,3.0
3494,50.0,12.0,2.0,2.0,2.0,1.0,1.0,3.0,6.0,,8.0,2.0,,0.0,,1.0,0.0,1.0,3.0,2.0
3495,47.0,17.0,2.0,2.0,1.0,1.0,0.0,0.0,5.0,4.0,6.0,3.0,3.0,2.0,,,0.0,0.0,2.0,2.0
3496,75.0,8.0,3.0,3.0,5.0,1.0,0.0,0.0,3.0,1.0,3.0,3.0,4.0,1.0,,,0.0,2.0,,2.0
3497,67.0,9.0,2.0,2.0,5.0,1.0,0.0,,,4.0,,,3.0,,1.0,2.0,,,,
3498,52.0,12.0,0.0,3.0,5.0,1.0,0.0,0.0,1.0,1.0,9.0,0.0,1.0,0.0,,,0.0,1.0,2.0,2.0
3499,48.0,12.0,1.0,1.0,2.0,1.0,0.0,,,5.0,,,2.0,,1.0,2.0,,,,
3500,51.0,12.0,2.0,2.0,3.0,1.0,0.0,,,7.0,,,0.0,,0.0,2.0,,,,
3501,67.0,16.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,,0.0,2.0,,0.0,1.0,1.0,0.0,2.0,3.0,0.0
3502,32.0,14.0,1.0,2.0,2.0,1.0,0.0,2.0,3.0,5.0,2.0,3.0,1.0,0.0,,,0.0,2.0,2.0,2.0
3503,63.0,9.0,3.0,3.0,0.0,1.0,1.0,0.0,5.0,,3.0,3.0,,0.0,1.0,1.0,0.0,2.0,2.0,2.0
3504,64.0,8.0,1.0,0.0,4.0,1.0,0.0,0.0,4.0,1.0,7.0,3.0,3.0,0.0,,,0.0,2.0,2.0,0.0
3505,65.0,12.0,2.0,2.0,3.0,1.0,0.0,,,7.0,,,3.0,,1.0,2.0,,,,
3506,68.0,12.0,2.0,,4.0,1.0,0.0,0.0,3.0,,4.0,3.0,,0.0,,1.0,0.0,1.0,2.0,2.0
3507,53.0,17.0,2.0,2.0,2.0,1.0,0.0,0.0,4.0,3.0,3.0,2.0,2.0,1.0,,,0.0,2.0,2.0,0.0
3508,51.0,12.0,0.0,0.0,6.0,1.0,0.0,,,1.0,,,4.0,,1.0,2.0,,,,
3509,50.0,11.0,3.0,3.0,5.0,0.0,0.0,0.0,6.0,,5.0,3.0,,0.0,0.0,1.0,0.0,2.0,2.0,2.0
3510,52.0,11.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,,2.0,3.0,,0.0,1.0,2.0,1.0,2.0,6.0,3.0
3511,58.0,12.0,2.0,2.0,1.0,1.0,1.0,0.0,4.0,7.0,2.0,3.0,2.0,0.0,,,0.0,1.0,2.0,3.0
3512,44.0,14.0,2.0,3.0,1.0,1.0,0.0,,,3.0,,,4.0,,0.0,1.0,,,,
3513,70.0,13.0,3.0,3.0,5.0,0.0,0.0,,,5.0,,,4.0,,1.0,2.0,,,,
3514,72.0,4.0,2.0,2.0,6.0,1.0,0.0,5.0,5.0,6.0,4.0,3.0,4.0,2.0,,,0.0,2.0,2.0,1.0
3515,59.0,12.0,3.0,3.0,4.0,,1.0,,,4.0,,,4.0,,0.0,1.0,,,,
3516,77.0,8.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,,5.0,2.0,,1.0,1.0,1.0,0.0,2.0,,1.0
3517,31.0,15.0,3.0,2.0,,,,2.0,2.0,,0.0,1.0,,,,,,1.0,7.0,0.0
3518,49.0,13.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,7.0,4.0,1.0,0.0,0.0,,,,0.0,2.0,2.0
3519,28.0,13.0,2.0,2.0,5.0,0.0,0.0,1.0,4.0,1.0,2.0,0.0,3.0,2.0,,,0.0,0.0,3.0,2.0
3520,18.0,12.0,2.0,2.0,5.0,1.0,0.0,,,4.0,,,2.0,,0.0,2.0,,,,
3521,50.0,10.0,3.0,3.0,2.0,1.0,1.0,0.0,1.0,,2.0,3.0,,0.0,1.0,2.0,1.0,2.0,0.0,2.0
3522,37.0,12.0,1.0,0.0,3.0,,,0.0,5.0,4.0,1.0,2.0,,1.0,,,0.0,,2.0,1.0
3523,52.0,14.0,3.0,3.0,0.0,1.0,0.0,,,7.0,,,2.0,,1.0,2.0,,,,
3524,39.0,12.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,,3.0,2.0,,0.0,1.0,2.0,0.0,2.0,2.0,2.0
3525,67.0,14.0,1.0,1.0,6.0,1.0,0.0,1.0,5.0,,2.0,3.0,,1.0,1.0,2.0,0.0,2.0,3.0,1.0
3526,58.0,12.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,1.0,5.0,3.0,2.0,2.0,,,0.0,0.0,2.0,3.0
3527,60.0,11.0,0.0,3.0,4.0,1.0,0.0,0.0,3.0,,2.0,1.0,,4.0,0.0,0.0,2.0,2.0,2.0,1.0
3528,65.0,12.0,2.0,1.0,5.0,1.0,0.0,0.0,5.0,7.0,3.0,2.0,4.0,1.0,,,0.0,2.0,2.0,0.0
3529,57.0,14.0,2.0,2.0,5.0,0.0,0.0,4.0,5.0,,8.0,2.0,,1.0,0.0,2.0,2.0,0.0,3.0,1.0
3530,59.0,12.0,2.0,2.0,6.0,1.0,0.0,0.0,0.0,3.0,9.0,2.0,0.0,3.0,,,1.0,2.0,2.0,2.0
3531,26.0,11.0,1.0,1.0,,1.0,0.0,1.0,5.0,,2.0,3.0,,0.0,0.0,2.0,0.0,,2.0,
3532,54.0,14.0,0.0,3.0,0.0,1.0,0.0,4.0,6.0,7.0,2.0,2.0,2.0,2.0,,,0.0,2.0,5.0,2.0
3533,29.0,16.0,3.0,3.0,0.0,0.0,0.0,,,7.0,,,4.0,,1.0,2.0,,,,
3534,43.0,12.0,2.0,2.0,5.0,1.0,0.0,0.0,6.0,,2.0,1.0,,2.0,1.0,1.0,0.0,0.0,3.0,3.0
3535,59.0,14.0,2.0,3.0,,1.0,1.0,0.0,5.0,7.0,3.0,2.0,2.0,2.0,,,0.0,2.0,1.0,1.0
3536,83.0,17.0,2.0,2.0,3.0,0.0,,0.0,2.0,5.0,2.0,2.0,3.0,2.0,,,1.0,,2.0,2.0
3537,66.0,12.0,2.0,3.0,6.0,1.0,1.0,,,5.0,,,4.0,,1.0,1.0,,,,
3538,36.0,12.0,2.0,3.0,3.0,0.0,0.0,,,5.0,,,4.0,,0.0,1.0,,,,
3539,25.0,16.0,0.0,2.0,,0.0,0.0,4.0,5.0,,2.0,1.0,,1.0,1.0,1.0,0.0,0.0,2.0,2.0
3540,61.0,12.0,2.0,1.0,4.0,0.0,0.0,,,1.0,,,0.0,,0.0,,,,,
3541,67.0,12.0,3.0,3.0,6.0,1.0,0.0,0.0,1.0,5.0,5.0,3.0,4.0,0.0,,,3.0,0.0,3.0,0.0
3542,60.0,14.0,3.0,3.0,5.0,1.0,0.0,0.0,5.0,1.0,6.0,2.0,4.0,0.0,,,0.0,1.0,3.0,0.0
3543,81.0,12.0,3.0,3.0,1.0,1.0,0.0,,,7.0,,,2.0,,1.0,1.0,,,,
3544,45.0,8.0,1.0,1.0,3.0,0.0,0.0,1.0,6.0,,2.0,2.0,,2.0,0.0,1.0,1.0,1.0,3.0,1.0
3545,37.0,13.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,0.0,,,0.0,0.0,2.0,3.0
3546,86.0,12.0,2.0,0.0,6.0,0.0,0.0,0.0,3.0,,1.0,2.0,,2.0,1.0,1.0,0.0,2.0,2.0,1.0
3547,89.0,12.0,2.0,2.0,5.0,0.0,2.0,0.0,6.0,7.0,4.0,0.0,2.0,0.0,,,2.0,2.0,2.0,0.0
3548,46.0,12.0,2.0,3.0,6.0,1.0,1.0,,,1.0,,,0.0,,0.0,2.0,,,,
3549,34.0,16.0,2.0,3.0,3.0,1.0,,2.0,3.0,,1.0,3.0,,0.0,0.0,,0.0,2.0,4.0,2.0
3550,25.0,14.0,1.0,1.0,5.0,1.0,0.0,,,1.0,,,2.0,,0.0,,,,,
3551,52.0,16.0,0.0,1.0,4.0,1.0,,1.0,6.0,,2.0,0.0,,2.0,1.0,1.0,0.0,0.0,3.0,3.0
3552,50.0,16.0,2.0,3.0,2.0,1.0,,0.0,1.0,,3.0,1.0,,2.0,0.0,2.0,0.0,,,0.0
3553,23.0,16.0,0.0,1.0,4.0,0.0,0.0,0.0,5.0,6.0,3.0,2.0,3.0,2.0,,,0.0,2.0,3.0,2.0
3554,34.0,20.0,0.0,0.0,,0.0,1.0,2.0,0.0,,4.0,1.0,,4.0,0.0,0.0,1.0,0.0,3.0,3.0
3555,24.0,16.0,3.0,,,1.0,,,,,,,4.0,,0.0,,,,,
3556,25.0,16.0,2.0,3.0,,1.0,2.0,2.0,4.0,,1.0,2.0,,3.0,0.0,1.0,0.0,2.0,2.0,3.0
3557,21.0,15.0,2.0,3.0,1.0,1.0,0.0,3.0,5.0,4.0,3.0,3.0,3.0,1.0,,,0.0,0.0,3.0,3.0
3558,31.0,20.0,0.0,1.0,3.0,1.0,0.0,2.0,5.0,,1.0,2.0,,2.0,0.0,2.0,0.0,,2.0,2.0
3559,29.0,19.0,0.0,2.0,,0.0,0.0,4.0,6.0,3.0,0.0,0.0,1.0,,,,2.0,2.0,3.0,1.0
3560,56.0,20.0,0.0,2.0,6.0,0.0,,0.0,4.0,1.0,2.0,0.0,3.0,4.0,,,3.0,0.0,2.0,3.0
3561,63.0,19.0,2.0,2.0,4.0,0.0,1.0,,,4.0,,,2.0,,1.0,1.0,,,,
3562,50.0,18.0,0.0,2.0,6.0,0.0,0.0,2.0,5.0,5.0,2.0,0.0,3.0,2.0,,,1.0,1.0,2.0,3.0
3563,71.0,6.0,3.0,2.0,1.0,1.0,0.0,0.0,6.0,,2.0,3.0,,1.0,0.0,1.0,0.0,,6.0,3.0
3564,19.0,11.0,1.0,1.0,3.0,1.0,1.0,0.0,6.0,4.0,5.0,2.0,3.0,2.0,,,1.0,2.0,3.0,1.0
3565,19.0,12.0,2.0,2.0,4.0,1.0,2.0,0.0,3.0,3.0,1.0,2.0,4.0,2.0,,,1.0,2.0,2.0,2.0
3566,44.0,14.0,2.0,2.0,3.0,0.0,0.0,2.0,1.0,,6.0,3.0,,1.0,1.0,2.0,2.0,0.0,2.0,1.0
3567,76.0,12.0,3.0,2.0,0.0,1.0,1.0,,,7.0,,,1.0,,,1.0,,,,
3568,70.0,12.0,2.0,2.0,4.0,1.0,0.0,0.0,3.0,,2.0,2.0,,1.0,1.0,1.0,0.0,2.0,3.0,1.0
3569,30.0,9.0,2.0,2.0,5.0,0.0,1.0,,,1.0,,,4.0,,0.0,1.0,,,,
