,age,highest_grade,religious,spiritual,party,death_penalty,court_harsh,bar,relatives,income_distribution,tv,spanking,standard_of_living,immigration,gun,tax_approp,affirmative_action,divorce_ease,numb_children,birth_control
4619,49.0,12.0,2.0,3.0,1.0,1.0,0.0,3.0,6.0,,1.0,2.0,,2.0,0.0,2.0,2.0,2.0,3.0,2.0
4620,43.0,12.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,7.0,3.0,2.0,0.0,,,0.0,0.0,2.0,3.0
4621,30.0,13.0,1.0,3.0,5.0,1.0,0.0,3.0,3.0,,4.0,2.0,,0.0,0.0,1.0,1.0,0.0,1.0,0.0
4622,41.0,14.0,1.0,1.0,1.0,1.0,0.0,2.0,4.0,,4.0,3.0,,1.0,0.0,1.0,0.0,2.0,2.0,2.0
4623,64.0,12.0,2.0,2.0,4.0,1.0,0.0,0.0,6.0,1.0,0.0,3.0,0.0,2.0,,,0.0,2.0,2.0,3.0
4624,51.0,14.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,,6.0,2.0,,2.0,1.0,2.0,0.0,1.0,2.0,0.0
4625,52.0,15.0,3.0,2.0,1.0,1.0,0.0,1.0,3.0,,2.0,2.0,,1.0,1.0,1.0,0.0,0.0,4.0,0.0
4626,55.0,12.0,3.0,3.0,6.0,1.0,2.0,0.0,5.0,,7.0,1.0,,1.0,0.0,2.0,1.0,2.0,3.0,
4627,28.0,14.0,3.0,3.0,5.0,1.0,0.0,0.0,5.0,,4.0,1.0,,2.0,0.0,1.0,1.0,1.0,3.0,
4628,50.0,14.0,3.0,3.0,6.0,1.0,0.0,0.0,5.0,,3.0,3.0,,0.0,0.0,1.0,0.0,2.0,2.0,
4629,42.0,13.0,1.0,3.0,5.0,,1.0,,,7.0,,,3.0,,0.0,2.0,,,,
4630,36.0,12.0,2.0,1.0,6.0,1.0,0.0,5.0,5.0,,2.0,2.0,,2.0,0.0,2.0,0.0,0.0,2.0,
4631,23.0,13.0,2.0,2.0,4.0,1.0,0.0,0.0,3.0,,1.0,3.0,,2.0,0.0,2.0,3.0,0.0,3.0,
4632,36.0,14.0,1.0,1.0,4.0,1.0,0.0,,,5.0,,,3.0,,0.0,1.0,,,,
4633,60.0,12.0,3.0,3.0,3.0,0.0,0.0,1.0,5.0,1.0,8.0,1.0,2.0,2.0,,,1.0,2.0,0.0,
4634,51.0,16.0,3.0,2.0,5.0,1.0,0.0,1.0,5.0,3.0,4.0,2.0,0.0,0.0,,,0.0,0.0,4.0,
4635,26.0,16.0,2.0,3.0,6.0,0.0,0.0,,,2.0,,,4.0,,0.0,2.0,,,,
4636,78.0,15.0,3.0,2.0,6.0,0.0,1.0,0.0,4.0,,4.0,2.0,,2.0,0.0,2.0,1.0,0.0,4.0,
4637,66.0,12.0,2.0,2.0,6.0,0.0,0.0,0.0,5.0,4.0,4.0,2.0,3.0,2.0,,,0.0,0.0,2.0,
4638,48.0,12.0,2.0,2.0,6.0,1.0,0.0,0.0,3.0,,7.0,3.0,,2.0,0.0,2.0,0.0,2.0,2.0,
4639,27.0,14.0,2.0,2.0,6.0,1.0,2.0,5.0,6.0,,4.0,2.0,,1.0,0.0,2.0,2.0,1.0,,
4640,56.0,12.0,3.0,3.0,6.0,0.0,0.0,0.0,5.0,2.0,,1.0,0.0,0.0,,,0.0,0.0,2.0,
4641,71.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,7.0,5.0,2.0,4.0,0.0,,,0.0,1.0,2.0,
4642,55.0,13.0,3.0,1.0,6.0,0.0,2.0,,,4.0,,,3.0,,0.0,2.0,,,,
4643,53.0,12.0,1.0,1.0,6.0,0.0,0.0,,,3.0,,,3.0,,0.0,1.0,,,,
4644,23.0,14.0,2.0,0.0,3.0,1.0,0.0,5.0,5.0,,1.0,3.0,,2.0,0.0,1.0,0.0,1.0,,
4645,42.0,14.0,1.0,1.0,3.0,1.0,0.0,,,4.0,,,2.0,,1.0,2.0,,,,
4646,35.0,15.0,1.0,1.0,5.0,,,2.0,2.0,1.0,2.0,3.0,4.0,0.0,,,0.0,0.0,4.0,
4647,65.0,18.0,2.0,2.0,1.0,0.0,0.0,5.0,3.0,5.0,2.0,3.0,3.0,3.0,,,1.0,1.0,2.0,1.0
4648,34.0,18.0,2.0,2.0,1.0,1.0,0.0,5.0,4.0,5.0,3.0,2.0,4.0,2.0,,,1.0,,2.0,2.0
4649,37.0,16.0,2.0,3.0,1.0,1.0,0.0,1.0,4.0,5.0,1.0,3.0,2.0,1.0,,,0.0,2.0,2.0,3.0
4650,50.0,16.0,2.0,2.0,6.0,0.0,0.0,3.0,5.0,3.0,2.0,1.0,1.0,2.0,,,0.0,1.0,2.0,3.0
4651,66.0,11.0,3.0,3.0,6.0,0.0,0.0,,,1.0,,,1.0,,1.0,2.0,,,,
4652,37.0,10.0,0.0,2.0,5.0,1.0,0.0,,,7.0,,,3.0,,0.0,1.0,,,,
4653,47.0,12.0,2.0,2.0,4.0,0.0,0.0,4.0,5.0,7.0,3.0,3.0,3.0,4.0,,,1.0,0.0,2.0,0.0
4654,18.0,12.0,0.0,1.0,3.0,0.0,0.0,3.0,2.0,,2.0,1.0,,2.0,0.0,2.0,1.0,2.0,5.0,2.0
4655,48.0,10.0,3.0,3.0,6.0,0.0,2.0,,,1.0,,,4.0,,0.0,2.0,,,,
4656,27.0,12.0,1.0,0.0,3.0,0.0,0.0,3.0,5.0,,6.0,2.0,,3.0,0.0,2.0,3.0,0.0,5.0,2.0
4657,37.0,12.0,1.0,1.0,5.0,0.0,0.0,4.0,3.0,,3.0,3.0,,2.0,0.0,2.0,0.0,2.0,3.0,3.0
4658,46.0,15.0,2.0,2.0,5.0,0.0,2.0,4.0,5.0,,2.0,2.0,,1.0,0.0,2.0,3.0,0.0,3.0,1.0
4659,46.0,11.0,2.0,2.0,5.0,0.0,1.0,2.0,4.0,1.0,,3.0,4.0,2.0,,,,0.0,4.0,3.0
4660,34.0,16.0,3.0,3.0,0.0,1.0,0.0,2.0,6.0,,0.0,1.0,,3.0,1.0,2.0,0.0,2.0,3.0,1.0
4661,31.0,18.0,0.0,1.0,5.0,0.0,2.0,,,2.0,,,4.0,,0.0,2.0,,,,
4662,37.0,16.0,3.0,2.0,1.0,1.0,0.0,3.0,5.0,7.0,2.0,,2.0,0.0,,,0.0,1.0,3.0,
4663,38.0,20.0,0.0,2.0,2.0,0.0,0.0,5.0,4.0,4.0,1.0,2.0,4.0,1.0,,,1.0,1.0,2.0,
4664,64.0,16.0,1.0,2.0,,1.0,0.0,0.0,3.0,,2.0,3.0,,1.0,1.0,2.0,0.0,2.0,3.0,
4665,44.0,16.0,3.0,3.0,1.0,0.0,0.0,0.0,5.0,,1.0,1.0,,2.0,0.0,1.0,0.0,2.0,2.0,
4666,89.0,12.0,1.0,,6.0,1.0,,2.0,4.0,4.0,2.0,1.0,3.0,,,,0.0,,4.0,
4667,43.0,16.0,3.0,2.0,6.0,1.0,1.0,4.0,3.0,,0.0,2.0,,2.0,0.0,2.0,1.0,2.0,3.0,
4668,51.0,20.0,2.0,2.0,6.0,0.0,2.0,0.0,5.0,,1.0,1.0,,2.0,0.0,1.0,3.0,0.0,2.0,
4669,40.0,13.0,3.0,2.0,0.0,1.0,0.0,,,4.0,,,3.0,,0.0,,,,,
4670,53.0,16.0,2.0,3.0,1.0,1.0,0.0,4.0,4.0,,1.0,2.0,,2.0,0.0,1.0,1.0,2.0,2.0,
4671,22.0,15.0,2.0,2.0,6.0,0.0,1.0,5.0,5.0,,4.0,2.0,,1.0,0.0,1.0,0.0,2.0,2.0,
4672,25.0,15.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,,3.0,2.0,,2.0,0.0,1.0,0.0,2.0,2.0,
4673,35.0,12.0,1.0,1.0,5.0,0.0,2.0,0.0,6.0,1.0,3.0,1.0,0.0,3.0,,,2.0,2.0,2.0,
4674,65.0,12.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,3.0,2.0,,,1.0,2.0,1.0,
4675,46.0,9.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,,3.0,3.0,2.0,,,3.0,1.0,4.0,
4676,22.0,10.0,0.0,0.0,6.0,0.0,2.0,,,1.0,,,2.0,,0.0,2.0,,,,
4677,27.0,7.0,1.0,1.0,3.0,0.0,0.0,0.0,6.0,,2.0,1.0,,2.0,0.0,2.0,0.0,0.0,3.0,
4678,35.0,12.0,2.0,2.0,6.0,1.0,0.0,3.0,5.0,1.0,4.0,2.0,3.0,2.0,,,1.0,2.0,3.0,
4679,76.0,11.0,2.0,2.0,5.0,1.0,0.0,3.0,3.0,,3.0,1.0,,0.0,0.0,2.0,0.0,2.0,3.0,
4680,30.0,19.0,0.0,0.0,6.0,0.0,,,,2.0,,,4.0,,0.0,0.0,,,,
4681,26.0,9.0,2.0,2.0,6.0,1.0,0.0,2.0,6.0,,,3.0,,0.0,0.0,2.0,0.0,0.0,3.0,0.0
4682,74.0,8.0,0.0,1.0,4.0,1.0,0.0,0.0,3.0,,,3.0,,1.0,1.0,2.0,3.0,1.0,2.0,0.0
4683,54.0,20.0,,3.0,3.0,0.0,1.0,,,2.0,,,1.0,,0.0,0.0,,,,
4684,33.0,16.0,0.0,1.0,5.0,0.0,,1.0,2.0,,0.0,2.0,,1.0,0.0,1.0,0.0,0.0,2.0,3.0
4685,36.0,9.0,1.0,2.0,1.0,1.0,0.0,3.0,3.0,,2.0,2.0,,0.0,1.0,2.0,0.0,2.0,3.0,2.0
4686,80.0,14.0,3.0,2.0,0.0,1.0,0.0,,,7.0,,,2.0,,1.0,1.0,,,,
4687,53.0,13.0,2.0,2.0,6.0,0.0,1.0,,,3.0,,,4.0,,0.0,1.0,,,,
4688,44.0,14.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,,1.0,2.0,,2.0,0.0,1.0,0.0,2.0,,1.0
4689,36.0,12.0,1.0,3.0,6.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,,,0.0,2.0,4.0,3.0
4690,67.0,12.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,6.0,8.0,1.0,3.0,2.0,,,1.0,1.0,3.0,1.0
4691,29.0,12.0,3.0,3.0,6.0,1.0,0.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,,,0.0,0.0,,3.0
4692,27.0,14.0,1.0,1.0,5.0,1.0,0.0,3.0,6.0,4.0,5.0,3.0,3.0,2.0,,,3.0,0.0,2.0,2.0
4693,58.0,19.0,3.0,3.0,4.0,1.0,2.0,,,4.0,,,3.0,,1.0,2.0,,,,
4694,29.0,14.0,2.0,2.0,,1.0,0.0,,,6.0,,,1.0,,0.0,2.0,,,,
4695,25.0,16.0,2.0,2.0,1.0,1.0,0.0,,,6.0,,,4.0,,1.0,1.0,,,,
4696,36.0,20.0,1.0,1.0,0.0,1.0,1.0,,,7.0,,,3.0,,1.0,2.0,,,,
4697,39.0,16.0,2.0,0.0,1.0,1.0,0.0,4.0,1.0,,2.0,1.0,,1.0,0.0,2.0,0.0,0.0,3.0,
4698,61.0,16.0,3.0,3.0,2.0,1.0,0.0,2.0,5.0,7.0,2.0,2.0,3.0,2.0,,,0.0,2.0,,
4699,60.0,15.0,2.0,2.0,6.0,1.0,0.0,2.0,4.0,1.0,4.0,3.0,4.0,0.0,,,1.0,0.0,3.0,
4700,76.0,16.0,2.0,1.0,6.0,0.0,1.0,,,1.0,,,2.0,,1.0,1.0,,,,
4701,50.0,16.0,1.0,3.0,3.0,0.0,1.0,2.0,3.0,6.0,1.0,2.0,2.0,3.0,,,1.0,0.0,2.0,
4702,67.0,18.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,,4.0,3.0,,2.0,1.0,1.0,0.0,1.0,3.0,
4703,33.0,15.0,2.0,3.0,1.0,1.0,0.0,,,4.0,,,4.0,,1.0,1.0,,,,
4704,77.0,5.0,3.0,2.0,4.0,0.0,0.0,0.0,4.0,1.0,5.0,3.0,4.0,0.0,,,0.0,2.0,5.0,
4705,33.0,12.0,3.0,2.0,6.0,0.0,1.0,2.0,2.0,,2.0,2.0,,3.0,0.0,2.0,1.0,1.0,,
4706,33.0,12.0,1.0,1.0,3.0,1.0,0.0,,,4.0,,,1.0,,0.0,2.0,,,,
4707,54.0,13.0,0.0,0.0,4.0,0.0,0.0,,,2.0,,,4.0,,1.0,1.0,,,,
4708,36.0,14.0,3.0,3.0,0.0,1.0,0.0,,,6.0,,,1.0,,1.0,1.0,,,,
4709,33.0,18.0,2.0,1.0,0.0,1.0,1.0,3.0,2.0,,3.0,2.0,,1.0,0.0,1.0,1.0,2.0,2.0,
4710,64.0,12.0,2.0,2.0,6.0,1.0,0.0,0.0,1.0,,2.0,2.0,,1.0,1.0,2.0,0.0,2.0,3.0,
4711,47.0,12.0,2.0,2.0,2.0,1.0,0.0,1.0,5.0,,2.0,3.0,,0.0,1.0,2.0,0.0,2.0,2.0,
4712,33.0,18.0,2.0,2.0,1.0,1.0,,3.0,3.0,,3.0,1.0,,2.0,1.0,1.0,1.0,1.0,3.0,
4713,38.0,12.0,2.0,3.0,1.0,,0.0,,,6.0,,,2.0,,0.0,2.0,,,,
4714,69.0,12.0,1.0,1.0,6.0,0.0,0.0,0.0,2.0,,6.0,1.0,,2.0,1.0,2.0,0.0,1.0,2.0,2.0
4715,61.0,10.0,2.0,3.0,6.0,0.0,0.0,,,4.0,,,3.0,,1.0,2.0,,,,
4716,59.0,9.0,1.0,1.0,3.0,0.0,2.0,1.0,3.0,1.0,,2.0,2.0,2.0,,,,0.0,,1.0
4717,43.0,9.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,,8.0,3.0,,0.0,0.0,2.0,3.0,0.0,3.0,3.0
4718,66.0,12.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,,1.0,2.0,,1.0,1.0,1.0,3.0,2.0,2.0,0.0
4719,44.0,12.0,2.0,2.0,1.0,1.0,0.0,,,2.0,,,2.0,,1.0,2.0,,,,
4720,73.0,16.0,3.0,3.0,1.0,1.0,2.0,0.0,5.0,4.0,4.0,2.0,4.0,1.0,,,0.0,1.0,2.0,2.0
4721,54.0,16.0,1.0,2.0,4.0,1.0,1.0,0.0,1.0,,2.0,1.0,,1.0,0.0,2.0,0.0,0.0,2.0,3.0
4722,69.0,16.0,2.0,2.0,6.0,1.0,2.0,1.0,0.0,,6.0,2.0,,0.0,1.0,2.0,2.0,1.0,2.0,2.0
4723,36.0,12.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,,1.0,2.0,,3.0,1.0,2.0,0.0,2.0,6.0,0.0
4724,78.0,10.0,3.0,3.0,6.0,0.0,0.0,0.0,5.0,1.0,3.0,2.0,4.0,0.0,,,,1.0,2.0,1.0
4725,67.0,16.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,2.0,1.0,1.0,,,0.0,2.0,2.0,1.0
4726,50.0,17.0,3.0,3.0,1.0,1.0,0.0,,,1.0,,,2.0,,1.0,2.0,,,,
4727,46.0,20.0,3.0,3.0,0.0,1.0,1.0,0.0,2.0,5.0,1.0,2.0,3.0,2.0,,,2.0,2.0,2.0,0.0
4728,32.0,16.0,3.0,3.0,0.0,1.0,0.0,1.0,2.0,,1.0,3.0,,1.0,1.0,1.0,0.0,2.0,3.0,
4729,41.0,14.0,2.0,1.0,1.0,0.0,0.0,2.0,3.0,,3.0,2.0,,3.0,0.0,2.0,,0.0,6.0,
4730,49.0,6.0,1.0,1.0,1.0,0.0,2.0,0.0,4.0,,2.0,2.0,,2.0,0.0,2.0,1.0,2.0,4.0,
4731,42.0,16.0,2.0,2.0,4.0,0.0,1.0,,,2.0,,,2.0,,1.0,1.0,,,,
4732,35.0,10.0,2.0,2.0,6.0,1.0,2.0,,,5.0,,,4.0,,0.0,2.0,,,,
4733,46.0,16.0,2.0,1.0,5.0,0.0,2.0,2.0,5.0,4.0,4.0,2.0,2.0,2.0,,,2.0,1.0,2.0,
4734,33.0,16.0,2.0,2.0,5.0,1.0,0.0,3.0,5.0,,1.0,1.0,,3.0,0.0,1.0,,0.0,3.0,
4735,42.0,18.0,2.0,3.0,4.0,0.0,0.0,0.0,4.0,,1.0,3.0,,2.0,0.0,,1.0,2.0,1.0,
4736,35.0,12.0,1.0,1.0,5.0,0.0,0.0,0.0,3.0,5.0,2.0,2.0,4.0,1.0,,,1.0,0.0,3.0,
4737,61.0,12.0,2.0,2.0,5.0,1.0,0.0,,,5.0,,,3.0,,0.0,1.0,,,,
4738,37.0,18.0,2.0,2.0,6.0,1.0,0.0,0.0,5.0,3.0,3.0,3.0,3.0,2.0,,,1.0,0.0,2.0,
4739,53.0,16.0,3.0,2.0,3.0,,0.0,,,4.0,,,3.0,,0.0,2.0,,,,
4740,30.0,8.0,2.0,2.0,3.0,0.0,0.0,5.0,5.0,4.0,1.0,1.0,3.0,3.0,,,3.0,2.0,3.0,
4741,47.0,9.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,4.0,2.0,,,1.0,0.0,2.0,
4742,50.0,11.0,2.0,0.0,4.0,1.0,0.0,0.0,6.0,3.0,3.0,0.0,4.0,2.0,,,3.0,0.0,3.0,
4743,40.0,12.0,2.0,2.0,5.0,1.0,0.0,,,1.0,,,4.0,,0.0,2.0,,,,
4744,84.0,4.0,2.0,2.0,5.0,0.0,0.0,,,1.0,,,3.0,,0.0,1.0,,,,
4745,20.0,14.0,2.0,2.0,6.0,0.0,0.0,5.0,6.0,,2.0,3.0,,2.0,0.0,1.0,1.0,2.0,3.0,
4746,28.0,16.0,1.0,0.0,5.0,1.0,0.0,5.0,6.0,5.0,4.0,3.0,4.0,1.0,,,0.0,0.0,3.0,
4747,28.0,9.0,2.0,2.0,3.0,0.0,,0.0,2.0,1.0,4.0,2.0,3.0,1.0,,,1.0,0.0,3.0,3.0
4748,30.0,11.0,1.0,1.0,4.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,4.0,2.0,,,0.0,2.0,4.0,1.0
4749,28.0,11.0,2.0,2.0,3.0,1.0,0.0,,,1.0,,,3.0,,0.0,2.0,,,,
4750,21.0,14.0,1.0,1.0,5.0,0.0,0.0,0.0,6.0,2.0,3.0,0.0,4.0,3.0,,,0.0,0.0,4.0,0.0
4751,86.0,3.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,,1.0,2.0,,2.0,0.0,1.0,3.0,0.0,7.0,1.0
4752,42.0,5.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,,6.0,1.0,,2.0,0.0,1.0,1.0,0.0,2.0,3.0
4753,53.0,9.0,3.0,3.0,5.0,1.0,0.0,,,1.0,,,3.0,,0.0,2.0,,,,
4754,23.0,12.0,2.0,0.0,3.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,2.0,1.0,,,0.0,2.0,4.0,1.0
4755,45.0,12.0,2.0,2.0,0.0,1.0,1.0,,,1.0,,,2.0,,0.0,2.0,,,,
4756,43.0,20.0,2.0,3.0,6.0,0.0,1.0,,,2.0,,,1.0,,0.0,1.0,,,,
4757,36.0,14.0,2.0,2.0,6.0,1.0,0.0,1.0,4.0,,1.0,2.0,,0.0,0.0,2.0,1.0,0.0,2.0,2.0
4758,25.0,12.0,1.0,2.0,1.0,1.0,1.0,3.0,6.0,,2.0,3.0,,2.0,0.0,1.0,1.0,0.0,1.0,2.0
4759,74.0,16.0,2.0,2.0,4.0,1.0,1.0,,,3.0,,,3.0,,1.0,1.0,,,,
4760,45.0,16.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,,1.0,2.0,,2.0,1.0,1.0,2.0,2.0,,0.0
4761,60.0,12.0,2.0,2.0,3.0,1.0,0.0,,,3.0,,,2.0,,0.0,1.0,,,,
4762,41.0,13.0,2.0,2.0,1.0,1.0,0.0,2.0,4.0,,2.0,2.0,,0.0,1.0,2.0,0.0,1.0,,
4763,54.0,8.0,3.0,3.0,1.0,0.0,1.0,0.0,6.0,4.0,3.0,2.0,0.0,0.0,,,1.0,1.0,2.0,
4764,24.0,12.0,2.0,1.0,1.0,1.0,0.0,,,7.0,,,4.0,,0.0,1.0,,,,
4765,19.0,12.0,1.0,1.0,5.0,0.0,,,,4.0,,,2.0,,0.0,1.0,,,,
4766,51.0,12.0,1.0,1.0,5.0,1.0,0.0,0.0,5.0,,,2.0,,2.0,0.0,1.0,1.0,0.0,4.0,
4767,52.0,14.0,2.0,2.0,0.0,1.0,2.0,4.0,5.0,3.0,2.0,2.0,2.0,0.0,,,0.0,2.0,2.0,
4768,46.0,12.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,,3.0,3.0,,0.0,1.0,1.0,0.0,1.0,2.0,
4769,24.0,12.0,2.0,1.0,3.0,1.0,0.0,4.0,6.0,,1.0,2.0,,0.0,1.0,2.0,0.0,2.0,2.0,
4770,32.0,14.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,5.0,2.0,2.0,4.0,2.0,,,1.0,2.0,2.0,
4771,36.0,13.0,2.0,2.0,3.0,1.0,0.0,0.0,3.0,,5.0,2.0,,2.0,0.0,1.0,1.0,2.0,2.0,
4772,65.0,20.0,2.0,3.0,3.0,1.0,0.0,0.0,2.0,,2.0,2.0,,0.0,1.0,2.0,1.0,2.0,2.0,
4773,30.0,15.0,1.0,3.0,4.0,0.0,1.0,3.0,4.0,,0.0,3.0,,2.0,1.0,2.0,1.0,1.0,2.0,
4774,23.0,16.0,2.0,1.0,1.0,0.0,1.0,3.0,3.0,,2.0,2.0,,1.0,0.0,1.0,,2.0,2.0,
4775,28.0,12.0,1.0,1.0,3.0,,0.0,4.0,1.0,3.0,4.0,3.0,0.0,0.0,,,0.0,2.0,2.0,
4776,37.0,12.0,0.0,2.0,3.0,0.0,2.0,0.0,5.0,2.0,0.0,1.0,1.0,1.0,,,1.0,2.0,2.0,
4777,38.0,14.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,3.0,3.0,0.0,,,0.0,2.0,2.0,
4778,26.0,14.0,0.0,3.0,1.0,1.0,0.0,0.0,3.0,7.0,3.0,2.0,3.0,1.0,,,3.0,2.0,3.0,1.0
4779,38.0,12.0,3.0,2.0,,1.0,0.0,,,7.0,,,1.0,,0.0,1.0,,,,
4780,59.0,14.0,2.0,3.0,3.0,1.0,1.0,0.0,5.0,,1.0,2.0,,1.0,0.0,2.0,0.0,1.0,2.0,0.0
4781,38.0,17.0,2.0,2.0,6.0,0.0,1.0,,,1.0,,,1.0,,0.0,1.0,,,,
4782,45.0,12.0,1.0,1.0,6.0,1.0,0.0,,,4.0,,,2.0,,1.0,1.0,,,,
4783,54.0,14.0,1.0,1.0,5.0,1.0,1.0,0.0,3.0,3.0,3.0,1.0,4.0,1.0,,,0.0,0.0,2.0,2.0
4784,44.0,10.0,1.0,3.0,5.0,0.0,1.0,0.0,5.0,,3.0,2.0,,1.0,1.0,2.0,3.0,0.0,3.0,2.0
4785,82.0,12.0,2.0,,3.0,,,0.0,1.0,,1.0,3.0,,,1.0,2.0,,2.0,,1.0
4786,51.0,12.0,1.0,1.0,5.0,1.0,0.0,,,1.0,,,0.0,,1.0,2.0,,,,
4787,79.0,11.0,2.0,2.0,3.0,0.0,2.0,0.0,4.0,1.0,8.0,1.0,4.0,2.0,,,2.0,2.0,2.0,2.0
4788,41.0,13.0,0.0,0.0,3.0,1.0,0.0,5.0,1.0,,3.0,2.0,,1.0,1.0,2.0,0.0,1.0,2.0,2.0
4789,19.0,13.0,1.0,1.0,5.0,0.0,1.0,0.0,5.0,,0.0,2.0,,0.0,0.0,1.0,2.0,2.0,2.0,2.0
4790,48.0,14.0,1.0,1.0,1.0,1.0,0.0,2.0,5.0,7.0,2.0,1.0,2.0,2.0,,,0.0,2.0,,1.0
4791,39.0,12.0,0.0,2.0,2.0,1.0,0.0,2.0,5.0,4.0,2.0,2.0,2.0,2.0,,,1.0,1.0,4.0,1.0
4792,35.0,14.0,1.0,3.0,1.0,0.0,2.0,3.0,4.0,3.0,0.0,2.0,1.0,2.0,,,0.0,0.0,2.0,1.0
4793,61.0,18.0,2.0,1.0,5.0,1.0,0.0,,,4.0,,,4.0,,1.0,1.0,,,,
4794,47.0,10.0,1.0,2.0,2.0,0.0,2.0,,,2.0,,,3.0,,0.0,1.0,,,,
4795,26.0,12.0,0.0,0.0,5.0,1.0,0.0,,,5.0,,,2.0,,0.0,2.0,,,,
4796,89.0,9.0,2.0,2.0,6.0,1.0,0.0,,,1.0,,,4.0,,1.0,1.0,,,,
4797,41.0,12.0,2.0,2.0,4.0,1.0,0.0,1.0,3.0,,2.0,2.0,,2.0,0.0,1.0,3.0,2.0,4.0,2.0
4798,41.0,18.0,3.0,3.0,1.0,1.0,0.0,1.0,5.0,7.0,0.0,0.0,4.0,1.0,,,0.0,1.0,2.0,2.0
4799,58.0,12.0,1.0,2.0,3.0,1.0,1.0,,,1.0,,,2.0,,1.0,2.0,,,,
4800,56.0,10.0,2.0,2.0,0.0,1.0,0.0,2.0,3.0,6.0,2.0,3.0,2.0,1.0,,,0.0,2.0,,
4801,28.0,14.0,2.0,3.0,0.0,1.0,0.0,2.0,3.0,,2.0,3.0,,2.0,1.0,1.0,1.0,2.0,,
4802,53.0,16.0,1.0,3.0,6.0,1.0,,4.0,2.0,2.0,2.0,1.0,4.0,2.0,,,0.0,2.0,,
4803,62.0,16.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,,1.0,3.0,,1.0,1.0,2.0,0.0,2.0,,
4804,18.0,12.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,6.0,4.0,3.0,4.0,0.0,,,0.0,2.0,3.0,
4805,49.0,8.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,,2.0,3.0,,3.0,0.0,,1.0,2.0,3.0,
4806,32.0,14.0,2.0,2.0,2.0,1.0,0.0,3.0,3.0,7.0,1.0,2.0,2.0,1.0,,,0.0,0.0,2.0,
4807,26.0,16.0,2.0,3.0,0.0,1.0,0.0,1.0,5.0,3.0,1.0,2.0,4.0,2.0,,,0.0,2.0,3.0,
4808,33.0,11.0,1.0,1.0,5.0,1.0,0.0,1.0,4.0,,1.0,2.0,,0.0,1.0,2.0,0.0,2.0,2.0,
4809,34.0,12.0,0.0,0.0,6.0,1.0,0.0,,,5.0,,,3.0,,0.0,2.0,,,,
4810,58.0,11.0,2.0,2.0,4.0,1.0,0.0,0.0,5.0,1.0,5.0,2.0,2.0,0.0,,,0.0,0.0,2.0,
4811,39.0,18.0,2.0,2.0,6.0,0.0,0.0,,,5.0,,,4.0,,1.0,2.0,,,,
4812,29.0,14.0,3.0,3.0,,1.0,0.0,0.0,5.0,3.0,2.0,3.0,2.0,3.0,,,0.0,2.0,2.0,
4813,83.0,14.0,2.0,3.0,2.0,1.0,0.0,,,7.0,,,4.0,,0.0,1.0,,,,
4814,86.0,7.0,3.0,3.0,3.0,1.0,0.0,,,3.0,,,,,0.0,1.0,,,,
4815,60.0,12.0,2.0,2.0,4.0,0.0,2.0,5.0,4.0,2.0,1.0,2.0,3.0,3.0,,,0.0,2.0,2.0,
4816,19.0,11.0,1.0,3.0,5.0,1.0,0.0,0.0,6.0,,5.0,2.0,,3.0,0.0,2.0,3.0,2.0,2.0,
4817,87.0,12.0,2.0,2.0,3.0,1.0,0.0,,,1.0,,,,,1.0,1.0,,,,
4818,61.0,15.0,2.0,2.0,4.0,0.0,0.0,,,3.0,,,4.0,,1.0,1.0,,,,
4819,80.0,12.0,3.0,3.0,6.0,0.0,,,,1.0,,,4.0,,0.0,1.0,,,,
4820,64.0,12.0,,3.0,3.0,1.0,0.0,0.0,6.0,,0.0,1.0,,0.0,0.0,,,2.0,,
